Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudomonas	286	241	0.0001026912784851119	0.14987562189054726
Stenotrophomonas	40323	69	2.94012374086005e-5	0.04291044776119403
Brevundimonas	41275	60	2.5566293398783044e-5	0.03731343283582089
Acinetobacter	469	58	2.471408361882361e-5	0.036069651741293535
Cutibacterium	1912216	57	2.428797872884389e-5	0.03544776119402985
Variovorax	34072	41	1.7470300489168413e-5	0.025497512437810944
Acidovorax	12916	40	1.7044195599188696e-5	0.024875621890547265
Comamonas	283	38	1.6191985819229263e-5	0.0236318407960199
Streptomyces	1883	37	1.5765880929249543e-5	0.023009950248756218
Pseudonocardia	1847	32	1.3635356479350957e-5	0.01990049751243781
Mesorhizobium	68287	30	1.2783146699391522e-5	0.018656716417910446
Bradyrhizobium	374	30	1.2783146699391522e-5	0.018656716417910446
Microbacterium	33882	26	1.1078727139472652e-5	0.01616915422885572
Caulobacter	75	23	9.8004124695335e-6	0.014303482587064677
Janthinobacterium	29580	21	8.948202689574065e-6	0.013059701492537313
Lacticaseibacillus	2759736	21	8.948202689574065e-6	0.013059701492537313
Bosea	85413	20	8.522097799594348e-6	0.012437810945273632
Sphingomonas	13687	20	8.522097799594348e-6	0.012437810945273632
Achromobacter	222	20	8.522097799594348e-6	0.012437810945273632
Corynebacterium	1716	20	8.522097799594348e-6	0.012437810945273632
Diaphorobacter	238749	18	7.669888019634913e-6	0.011194029850746268
Nocardioides	1839	18	7.669888019634913e-6	0.011194029850746268
Micrococcus	1269	17	7.243783129655196e-6	0.010572139303482588
Rhodococcus	1827	17	7.243783129655196e-6	0.010572139303482588
Agrobacterium	357	16	6.817678239675479e-6	0.009950248756218905
Prevotella	838	15	6.391573349695761e-6	0.009328358208955223
Shinella	323620	13	5.539363569736326e-6	0.00808457711442786
Rhodoferax	28065	13	5.539363569736326e-6	0.00808457711442786
Alcaligenes	507	13	5.539363569736326e-6	0.00808457711442786
Lactococcus	1357	13	5.539363569736326e-6	0.00808457711442786
Serratia	613	11	4.687153789776892e-6	0.006840796019900498
Rhizobium	379	11	4.687153789776892e-6	0.006840796019900498
Paracoccus	265	11	4.687153789776892e-6	0.006840796019900498
Mycolicibacterium	1866885	11	4.687153789776892e-6	0.006840796019900498
Nocardiopsis	2013	11	4.687153789776892e-6	0.006840796019900498
Mycobacterium	1763	10	4.261048899797174e-6	0.006218905472636816
Methylobacterium	407	9	3.8349440098174565e-6	0.005597014925373134
Devosia	46913	9	3.8349440098174565e-6	0.005597014925373134
Massilia	149698	9	3.8349440098174565e-6	0.005597014925373134
Providencia	586	8	3.4088391198377393e-6	0.004975124378109453
Pseudolabrys	556257	8	3.4088391198377393e-6	0.004975124378109453
Novosphingobium	165696	8	3.4088391198377393e-6	0.004975124378109453
Aquabacterium	92793	8	3.4088391198377393e-6	0.004975124378109453
Janibacter	53457	8	3.4088391198377393e-6	0.004975124378109453
Aerococcus	1375	8	3.4088391198377393e-6	0.004975124378109453
Elizabethkingia	308865	8	3.4088391198377393e-6	0.004975124378109453
Halomonas	2745	7	2.9827342298580217e-6	0.004353233830845771
Sinorhizobium	28105	7	2.9827342298580217e-6	0.004353233830845771
Phreatobacter	1632780	7	2.9827342298580217e-6	0.004353233830845771
Delftia	80865	7	2.9827342298580217e-6	0.004353233830845771
Bordetella	517	7	2.9827342298580217e-6	0.004353233830845771
Arthrobacter	1663	7	2.9827342298580217e-6	0.004353233830845771
Brevibacterium	1696	7	2.9827342298580217e-6	0.004353233830845771
Gordonia	2053	7	2.9827342298580217e-6	0.004353233830845771
Actinosynnema	40566	7	2.9827342298580217e-6	0.004353233830845771
Enterococcus	1350	7	2.9827342298580217e-6	0.004353233830845771
Halopseudomonas	2901189	6	2.5566293398783046e-6	0.0037313432835820895
Pseudoxanthomonas	83618	6	2.5566293398783046e-6	0.0037313432835820895
Brucella	234	6	2.5566293398783046e-6	0.0037313432835820895
Serpentinimonas	2490452	6	2.5566293398783046e-6	0.0037313432835820895
Herbaspirillum	963	6	2.5566293398783046e-6	0.0037313432835820895
Moraxella	475	5	2.130524449898587e-6	0.003109452736318408
Enterobacter	547	5	2.130524449898587e-6	0.003109452736318408
Thiocapsa	1056	5	2.130524449898587e-6	0.003109452736318408
Aeromonas	642	5	2.130524449898587e-6	0.003109452736318408
Roseitalea	1915401	5	2.130524449898587e-6	0.003109452736318408
Aminobacter	31988	5	2.130524449898587e-6	0.003109452736318408
Sphingobium	165695	5	2.130524449898587e-6	0.003109452736318408
Burkholderia	32008	5	2.130524449898587e-6	0.003109452736318408
Ralstonia	48736	5	2.130524449898587e-6	0.003109452736318408
Cupriavidus	106589	5	2.130524449898587e-6	0.003109452736318408
Azospira	146937	5	2.130524449898587e-6	0.003109452736318408
Kocuria	57493	5	2.130524449898587e-6	0.003109452736318408
Dietzia	37914	5	2.130524449898587e-6	0.003109452736318408
Prauserella	142577	5	2.130524449898587e-6	0.003109452736318408
Blastococcus	38501	5	2.130524449898587e-6	0.003109452736318408
Modestobacter	88138	5	2.130524449898587e-6	0.003109452736318408
Lactobacillus	1578	5	2.130524449898587e-6	0.003109452736318408
Staphylococcus	1279	5	2.130524449898587e-6	0.003109452736318408
Peptoniphilus	162289	5	2.130524449898587e-6	0.003109452736318408
Deinococcus	1298	5	2.130524449898587e-6	0.003109452736318408
Pedobacter	84567	5	2.130524449898587e-6	0.003109452736318408
Marinobacter	2742	4	1.7044195599188697e-6	0.0024875621890547263
Lysobacter	68	4	1.7044195599188697e-6	0.0024875621890547263
Alcanivorax	59753	4	1.7044195599188697e-6	0.0024875621890547263
Variibacter	1649510	4	1.7044195599188697e-6	0.0024875621890547263
Schlegelella	215579	4	1.7044195599188697e-6	0.0024875621890547263
Paraburkholderia	1822464	4	1.7044195599188697e-6	0.0024875621890547263
Citricoccus	169133	4	1.7044195599188697e-6	0.0024875621890547263
Saccharomonospora	1851	4	1.7044195599188697e-6	0.0024875621890547263
Saccharopolyspora	1835	4	1.7044195599188697e-6	0.0024875621890547263
Actinomyces	1654	4	1.7044195599188697e-6	0.0024875621890547263
