Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudomonas	286	12	2.1015761821366024e-6	0.12
Cutibacterium	1912216	12	2.1015761821366024e-6	0.12
Pseudonocardia	1847	12	2.1015761821366024e-6	0.12
Mesorhizobium	68287	9	1.5761821366024518e-6	0.09
Stenotrophomonas	40323	8	1.4010507880910683e-6	0.08
Variovorax	34072	7	1.2259194395796847e-6	0.07
Streptomyces	1883	7	1.2259194395796847e-6	0.07
Achromobacter	222	4	7.005253940455342e-7	0.04
Microbacterium	33882	4	7.005253940455342e-7	0.04
Nitratireductor	245876	3	5.253940455341506e-7	0.03
Bradyrhizobium	374	3	5.253940455341506e-7	0.03
Agrobacterium	357	3	5.253940455341506e-7	0.03
Sphingomonas	13687	3	5.253940455341506e-7	0.03
Acinetobacter	469	3	5.253940455341506e-7	0.03
Helicobacter	209	3	5.253940455341506e-7	0.03
Rhodococcus	1827	3	5.253940455341506e-7	0.03
Paracoccus	265	2	3.502626970227671e-7	0.02
Staphylococcus	1279	2	3.502626970227671e-7	0.02
