Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudomonas	286	717	9.889655172413793e-5	0.08683541237737677
Acinetobacter	469	456	6.289655172413794e-5	0.05522586895967058
Streptomyces	1883	430	5.931034482758621e-5	0.05207702555407533
Pseudonocardia	1847	330	4.551724137931034e-5	0.03996608937870898
Nocardiopsis	2013	263	3.6275862068965516e-5	0.03185176214121352
Mesorhizobium	68287	230	3.172413793103448e-5	0.027855153203342618
Bradyrhizobium	374	183	2.5241379310344826e-5	0.022163013200920432
Halomonas	2745	169	2.3310344827586206e-5	0.02046748213636914
Comamonas	283	169	2.3310344827586206e-5	0.02046748213636914
Paracoccus	265	152	2.0965517241379312e-5	0.01840862298655686
Betacoronavirus	694002	131	1.806896551724138e-5	0.015865326389729924
Sphingomonas	13687	110	1.5172413793103448e-5	0.01332202979290299
Rhizobium	379	104	1.4344827586206897e-5	0.01259537362238101
Nocardioides	1839	101	1.3931034482758621e-5	0.012232045537120019
Microbacterium	33882	100	1.3793103448275862e-5	0.012110936175366356
Lysobacter	68	97	1.3379310344827587e-5	0.011747608090105366
Amycolatopsis	1813	91	1.2551724137931034e-5	0.011020951919583384
Luteimonas	83614	79	1.089655172413793e-5	0.00956763957853942
Ralstonia	48736	75	1.0344827586206897e-5	0.009083202131524767
Hyphomicrobium	81	73	1.006896551724138e-5	0.00884098340801744
Acidovorax	12916	72	9.93103448275862e-6	0.008719874046263777
Rhodococcus	1827	67	9.241379310344827e-6	0.008114327237495458
Mycolicibacterium	1866885	66	9.10344827586207e-6	0.007993217875741795
Mycobacterium	1763	64	8.827586206896552e-6	0.007750999152234468
Micromonospora	1873	64	8.827586206896552e-6	0.007750999152234468
Brevundimonas	41275	63	8.689655172413793e-6	0.007629889790480804
Stenotrophomonas	40323	57	7.862068965517242e-6	0.006903233619958823
Egicoccus	1755825	56	7.724137931034483e-6	0.006782124258205159
Prauserella	142577	55	7.586206896551724e-6	0.006661014896451495
Pseudoxanthomonas	83618	54	7.448275862068966e-6	0.006539905534697832
Sphingobium	165695	53	7.310344827586207e-6	0.006418796172944169
Aminobacter	31988	52	7.172413793103449e-6	0.006297686811190505
Methylobacterium	407	49	6.758620689655172e-6	0.005934358725929514
Pseudolabrys	556257	47	6.482758620689655e-6	0.0056921400024221875
Burkholderia	32008	45	6.206896551724138e-6	0.00544992127891486
Devosia	46913	44	6.068965517241379e-6	0.005328811917161197
Azospirillum	191	44	6.068965517241379e-6	0.005328811917161197
Corynebacterium	1716	43	5.9310344827586205e-6	0.005207702555407533
Xanthomonas	338	41	5.6551724137931035e-6	0.0049654838319002055
Cupriavidus	106589	41	5.6551724137931035e-6	0.0049654838319002055
Nitratireductor	245876	40	5.517241379310345e-6	0.004844374470146543
Variovorax	34072	40	5.517241379310345e-6	0.004844374470146543
Saccharopolyspora	1835	40	5.517241379310345e-6	0.004844374470146543
Achromobacter	222	39	5.3793103448275865e-6	0.004723265108392879
Nocardia	1817	38	5.241379310344828e-6	0.004602155746639215
Prevotella	838	38	5.241379310344828e-6	0.004602155746639215
Delftia	80865	36	4.96551724137931e-6	0.004359937023131888
Massilia	149698	36	4.96551724137931e-6	0.004359937023131888
Paraburkholderia	1822464	33	4.551724137931035e-6	0.003996608937870898
Agrobacterium	357	32	4.413793103448276e-6	0.003875499576117234
Cellulomonas	1707	32	4.413793103448276e-6	0.003875499576117234
Sphingopyxis	165697	30	4.137931034482758e-6	0.0036332808526099067
Aquibium	2911176	29	4.0e-6	0.0035121714908562434
Bosea	85413	29	4.0e-6	0.0035121714908562434
Hydrogenophaga	47420	29	4.0e-6	0.0035121714908562434
Rhodopseudomonas	1073	26	3.5862068965517243e-6	0.0031488434055952524
Aureimonas	414371	26	3.5862068965517243e-6	0.0031488434055952524
Escherichia	561	26	3.5862068965517243e-6	0.0031488434055952524
Actinoplanes	1865	26	3.5862068965517243e-6	0.0031488434055952524
Diaphorobacter	238749	25	3.4482758620689654e-6	0.003027734043841589
Aromatoleum	551759	25	3.4482758620689654e-6	0.003027734043841589
Shinella	323620	24	3.310344827586207e-6	0.0029066246820879252
Micrococcus	1269	24	3.310344827586207e-6	0.0029066246820879252
Jiangella	281472	24	3.310344827586207e-6	0.0029066246820879252
Pseudorhodoplanes	1734920	23	3.1724137931034484e-6	0.002785515320334262
Staphylococcus	1279	23	3.1724137931034484e-6	0.002785515320334262
Ensifer	106591	22	3.0344827586206895e-6	0.0026644059585805985
Bordetella	517	22	3.0344827586206895e-6	0.0026644059585805985
Arthrobacter	1663	22	3.0344827586206895e-6	0.0026644059585805985
Brevibacterium	1696	22	3.0344827586206895e-6	0.0026644059585805985
Spiractinospora	2913367	22	3.0344827586206895e-6	0.0026644059585805985
Aeromicrobium	2040	22	3.0344827586206895e-6	0.0026644059585805985
Miltoncostaea	2843200	22	3.0344827586206895e-6	0.0026644059585805985
Streptococcus	1301	22	3.0344827586206895e-6	0.0026644059585805985
Tardiphaga	1395974	21	2.896551724137931e-6	0.0025432965968269347
Actinomadura	1988	21	2.896551724137931e-6	0.0025432965968269347
Methylorubrum	2282523	20	2.7586206896551725e-6	0.0024221872350732713
Blastomonas	150203	20	2.7586206896551725e-6	0.0024221872350732713
Pannonibacter	227873	19	2.620689655172414e-6	0.0023010778733196075
Thermomonas	141948	19	2.620689655172414e-6	0.0023010778733196075
Pandoraea	93217	19	2.620689655172414e-6	0.0023010778733196075
Sinorhizobium	28105	18	2.482758620689655e-6	0.002179968511565944
Novosphingobium	165696	18	2.482758620689655e-6	0.002179968511565944
Sulfurifustis	1692042	18	2.482758620689655e-6	0.002179968511565944
Gordonia	2053	18	2.482758620689655e-6	0.002179968511565944
Starkeya	152053	17	2.3448275862068966e-6	0.0020588591498122803
Brucella	234	17	2.3448275862068966e-6	0.0020588591498122803
Aeromonas	642	17	2.3448275862068966e-6	0.0020588591498122803
Martelella	293088	16	2.206896551724138e-6	0.001937749788058617
Stappia	152161	16	2.206896551724138e-6	0.001937749788058617
Haemophilus	724	16	2.206896551724138e-6	0.001937749788058617
Helicobacter	209	16	2.206896551724138e-6	0.001937749788058617
Phyllobacterium	28100	15	2.068965517241379e-6	0.0018166404263049534
Aurantimonas	182269	15	2.068965517241379e-6	0.0018166404263049534
Caulobacter	75	15	2.068965517241379e-6	0.0018166404263049534
Thermobifida	83677	15	2.068965517241379e-6	0.0018166404263049534
Hypericibacter	2705399	14	1.9310344827586207e-6	0.0016955310645512898
Georgenia	154116	14	1.9310344827586207e-6	0.0016955310645512898
Dietzia	37914	14	1.9310344827586207e-6	0.0016955310645512898
Cutibacterium	1912216	14	1.9310344827586207e-6	0.0016955310645512898
Rhodoplanes	29407	13	1.7931034482758622e-6	0.0015744217027976262
Ramlibacter	174951	13	1.7931034482758622e-6	0.0015744217027976262
Glutamicibacter	1742989	13	1.7931034482758622e-6	0.0015744217027976262
Halalkalibacterium	2893055	13	1.7931034482758622e-6	0.0015744217027976262
Neorhizobium	1525371	12	1.6551724137931035e-6	0.0014533123410439626
Labrys	204476	12	1.6551724137931035e-6	0.0014533123410439626
Qipengyuania	1855416	12	1.6551724137931035e-6	0.0014533123410439626
Enterobacter	547	12	1.6551724137931035e-6	0.0014533123410439626
Saccharomonospora	1851	12	1.6551724137931035e-6	0.0014533123410439626
Microcella	337004	12	1.6551724137931035e-6	0.0014533123410439626
Kocuria	57493	12	1.6551724137931035e-6	0.0014533123410439626
Cellulosimicrobium	157920	12	1.6551724137931035e-6	0.0014533123410439626
Ornithinimicrobium	125287	12	1.6551724137931035e-6	0.0014533123410439626
Actinomyces	1654	12	1.6551724137931035e-6	0.0014533123410439626
Ancylobacter	99	11	1.5172413793103447e-6	0.0013322029792902992
Pelagibacterium	1082930	11	1.5172413793103447e-6	0.0013322029792902992
Marinobacter	2742	11	1.5172413793103447e-6	0.0013322029792902992
Serratia	613	11	1.5172413793103447e-6	0.0013322029792902992
Rhodoferax	28065	11	1.5172413793103447e-6	0.0013322029792902992
Janthinobacterium	29580	11	1.5172413793103447e-6	0.0013322029792902992
Thauera	33057	11	1.5172413793103447e-6	0.0013322029792902992
Pseudarthrobacter	1742993	11	1.5172413793103447e-6	0.0013322029792902992
Nonomuraea	83681	11	1.5172413793103447e-6	0.0013322029792902992
Microlunatus	29404	11	1.5172413793103447e-6	0.0013322029792902992
Tessaracoccus	72763	11	1.5172413793103447e-6	0.0013322029792902992
Blastococcus	38501	11	1.5172413793103447e-6	0.0013322029792902992
Actinomarinicola	2789775	11	1.5172413793103447e-6	0.0013322029792902992
Breoghania	1406135	10	1.3793103448275862e-6	0.0012110936175366357
Frigidibacter	1775705	10	1.3793103448275862e-6	0.0012110936175366357
Roseovarius	74030	10	1.3793103448275862e-6	0.0012110936175366357
Salipiger	263377	10	1.3793103448275862e-6	0.0012110936175366357
Skermanella	204447	10	1.3793103448275862e-6	0.0012110936175366357
Acidihalobacter	1765964	10	1.3793103448275862e-6	0.0012110936175366357
Herbaspirillum	963	10	1.3793103448275862e-6	0.0012110936175366357
Saccharothrix	2071	10	1.3793103448275862e-6	0.0012110936175366357
Brachybacterium	43668	10	1.3793103448275862e-6	0.0012110936175366357
Mycobacteroides	670516	10	1.3793103448275862e-6	0.0012110936175366357
Frankia	1854	10	1.3793103448275862e-6	0.0012110936175366357
Sphingobacterium	28453	10	1.3793103448275862e-6	0.0012110936175366357
