Taxon	TaxID	Fragments	PropTotal	PropNonHost
Pseudomonas	286	356	8.317757009345795e-5	0.09346285114203202
Acinetobacter	469	234	5.467289719626168e-5	0.06143344709897611
Comamonas	283	220	5.140186915887851e-5	0.05775794171698609
Acidovorax	12916	183	4.275700934579439e-5	0.04804410606458388
Streptomyces	1883	168	3.925233644859813e-5	0.044106064583880285
Pseudonocardia	1847	118	2.7570093457943924e-5	0.030979259648201626
Nocardiopsis	2013	102	2.383177570093458e-5	0.02677868206878446
Mesorhizobium	68287	93	2.1728971962616822e-5	0.0244158571803623
Nocardioides	1839	72	1.6822429906542056e-5	0.018902599107377266
Bradyrhizobium	374	71	1.6588785046728973e-5	0.01864006300866369
Sphingomonas	13687	64	1.4953271028037384e-5	0.01680231031766868
Halomonas	2745	64	1.4953271028037384e-5	0.01680231031766868
Diaphorobacter	238749	60	1.4018691588785047e-5	0.015752165922814386
Paracoccus	265	54	1.2616822429906542e-5	0.014176949330532948
Microbacterium	33882	53	1.2383177570093457e-5	0.013914413231819375
Blastomonas	150203	47	1.0981308411214953e-5	0.012339196639537937
Sphingobium	165695	46	1.074766355140187e-5	0.012076660540824364
Aminobacter	31988	45	1.0514018691588785e-5	0.01181412444211079
Luteimonas	83614	44	1.02803738317757e-5	0.011551588343397217
Egicoccus	1755825	38	8.878504672897196e-6	0.009976371751115778
Rhizobium	379	34	7.94392523364486e-6	0.008926227356261486
Lysobacter	68	33	7.710280373831776e-6	0.008663691257547913
Amycolatopsis	1813	33	7.710280373831776e-6	0.008663691257547913
Rhodopseudomonas	1073	32	7.476635514018692e-6	0.00840115515883434
Mycolicibacterium	1866885	31	7.242990654205607e-6	0.008138619060120767
Rhodococcus	1827	31	7.242990654205607e-6	0.008138619060120767
Sphingopyxis	165697	28	6.542056074766355e-6	0.0073510107639800475
Stenotrophomonas	40323	28	6.542056074766355e-6	0.0073510107639800475
Bosea	85413	27	6.308411214953271e-6	0.007088474665266474
Pseudoxanthomonas	83618	27	6.308411214953271e-6	0.007088474665266474
Variovorax	34072	27	6.308411214953271e-6	0.007088474665266474
Brevundimonas	41275	25	5.8411214953271025e-6	0.006563402467839328
Mycobacterium	1763	23	5.373831775700935e-6	0.006038330270412182
Dietzia	37914	22	5.14018691588785e-6	0.005775794171698608
Brucella	234	21	4.906542056074766e-6	0.005513258072985036
Xanthomonas	338	21	4.906542056074766e-6	0.005513258072985036
Hydrogenophaga	47420	21	4.906542056074766e-6	0.005513258072985036
Spiractinospora	2913367	20	4.6728971962616825e-6	0.005250721974271462
Micromonospora	1873	19	4.439252336448598e-6	0.004988185875557889
Rotavirus	10912	19	4.439252336448598e-6	0.004988185875557889
Pseudolabrys	556257	18	4.205607476635514e-6	0.0047256497768443165
Paraburkholderia	1822464	18	4.205607476635514e-6	0.0047256497768443165
Ralstonia	48736	18	4.205607476635514e-6	0.0047256497768443165
Prauserella	142577	18	4.205607476635514e-6	0.0047256497768443165
Corynebacterium	1716	18	4.205607476635514e-6	0.0047256497768443165
Thermomonas	141948	17	3.97196261682243e-6	0.004463113678130743
Burkholderia	32008	17	3.97196261682243e-6	0.004463113678130743
Aeromicrobium	2040	17	3.97196261682243e-6	0.004463113678130743
Lacticaseibacillus	2759736	17	3.97196261682243e-6	0.004463113678130743
Betacoronavirus	694002	17	3.97196261682243e-6	0.004463113678130743
Brachybacterium	43668	16	3.738317757009346e-6	0.00420057757941717
Enterobacter	547	14	3.2710280373831774e-6	0.0036755053819900237
Massilia	149698	14	3.2710280373831774e-6	0.0036755053819900237
Nonomuraea	83681	14	3.2710280373831774e-6	0.0036755053819900237
Cutibacterium	1912216	14	3.2710280373831774e-6	0.0036755053819900237
Sinorhizobium	28105	13	3.0373831775700936e-6	0.0034129692832764505
Rhodoplanes	29407	13	3.0373831775700936e-6	0.0034129692832764505
Devosia	46913	13	3.0373831775700936e-6	0.0034129692832764505
Novosphingobium	165696	13	3.0373831775700936e-6	0.0034129692832764505
Saccharopolyspora	1835	13	3.0373831775700936e-6	0.0034129692832764505
Kitasatospora	2063	13	3.0373831775700936e-6	0.0034129692832764505
Actinomarinicola	2789775	13	3.0373831775700936e-6	0.0034129692832764505
Kutzneria	43356	12	2.8037383177570094e-6	0.0031504331845628774
Methylobacterium	407	11	2.570093457943925e-6	0.002887897085849304
Thermomonospora	2019	11	2.570093457943925e-6	0.002887897085849304
Teseptimavirus	110456	11	2.570093457943925e-6	0.002887897085849304
Microvirga	186650	10	2.3364485981308413e-6	0.002625360987135731
Caulobacter	75	10	2.3364485981308413e-6	0.002625360987135731
Arthrobacter	1663	10	2.3364485981308413e-6	0.002625360987135731
Cellulomonas	1707	10	2.3364485981308413e-6	0.002625360987135731
Methylocystis	133	9	2.102803738317757e-6	0.0023628248884221582
Pannonibacter	227873	9	2.102803738317757e-6	0.0023628248884221582
Azospirillum	191	9	2.102803738317757e-6	0.0023628248884221582
Guyparkeria	2035712	9	2.102803738317757e-6	0.0023628248884221582
Delftia	80865	9	2.102803738317757e-6	0.0023628248884221582
Ornithinimicrobium	125287	9	2.102803738317757e-6	0.0023628248884221582
Lysinibacillus	400634	9	2.102803738317757e-6	0.0023628248884221582
Planococcus	1372	9	2.102803738317757e-6	0.0023628248884221582
Neorhizobium	1525371	8	1.869158878504673e-6	0.002100288789708585
Shinella	323620	8	1.869158878504673e-6	0.002100288789708585
Methylorubrum	2282523	8	1.869158878504673e-6	0.002100288789708585
Xanthobacter	279	8	1.869158878504673e-6	0.002100288789708585
Erythrobacter	1041	8	1.869158878504673e-6	0.002100288789708585
Magnetospirillum	13134	8	1.869158878504673e-6	0.002100288789708585
Sulfurifustis	1692042	8	1.869158878504673e-6	0.002100288789708585
Glutamicibacter	1742989	8	1.869158878504673e-6	0.002100288789708585
Pseudarthrobacter	1742993	8	1.869158878504673e-6	0.002100288789708585
Georgenia	154116	8	1.869158878504673e-6	0.002100288789708585
Staphylococcus	1279	8	1.869158878504673e-6	0.002100288789708585
Porphyrobacter	1111	7	1.6355140186915887e-6	0.0018377526909950119
Cupriavidus	106589	7	1.6355140186915887e-6	0.0018377526909950119
Rhizobacter	212743	7	1.6355140186915887e-6	0.0018377526909950119
Clavibacter	1573	7	1.6355140186915887e-6	0.0018377526909950119
Micrococcus	1269	7	1.6355140186915887e-6	0.0018377526909950119
Cellulosimicrobium	157920	7	1.6355140186915887e-6	0.0018377526909950119
Nocardia	1817	7	1.6355140186915887e-6	0.0018377526909950119
Gordonia	2053	7	1.6355140186915887e-6	0.0018377526909950119
Plantactinospora	673534	7	1.6355140186915887e-6	0.0018377526909950119
Miltoncostaea	2843200	7	1.6355140186915887e-6	0.0018377526909950119
Streptococcus	1301	7	1.6355140186915887e-6	0.0018377526909950119
Nitratireductor	245876	6	1.4018691588785047e-6	0.0015752165922814387
Pseudorhizobium	1903858	6	1.4018691588785047e-6	0.0015752165922814387
Hyphomicrobium	81	6	1.4018691588785047e-6	0.0015752165922814387
