Taxon	TaxID	Fragments	PropTotal	PropNonHost
Comamonas	283	80	1.2422360248447205e-5	0.17777777777777778
Pseudomonas	286	44	6.832298136645962e-6	0.09777777777777778
Acinetobacter	469	37	5.745341614906832e-6	0.08222222222222222
Acidovorax	12916	36	5.590062111801242e-6	0.08
Diaphorobacter	238749	25	3.881987577639752e-6	0.05555555555555555
Sphingomonas	13687	19	2.950310559006211e-6	0.042222222222222223
Streptomyces	1883	17	2.639751552795031e-6	0.03777777777777778
Betacoronavirus	694002	14	2.1739130434782607e-6	0.03111111111111111
Nocardiopsis	2013	13	2.018633540372671e-6	0.028888888888888888
Devosia	46913	9	1.3975155279503105e-6	0.02
Xanthomonas	338	9	1.3975155279503105e-6	0.02
Rhizorhabdus	1649486	8	1.2422360248447205e-6	0.017777777777777778
Microvirga	186650	7	1.0869565217391303e-6	0.015555555555555555
Bosea	85413	6	9.316770186335404e-7	0.013333333333333334
Sphingopyxis	165697	6	9.316770186335404e-7	0.013333333333333334
Mesorhizobium	68287	5	7.763975155279503e-7	0.011111111111111112
Paracoccus	265	5	7.763975155279503e-7	0.011111111111111112
Cupriavidus	106589	5	7.763975155279503e-7	0.011111111111111112
Halomonas	2745	5	7.763975155279503e-7	0.011111111111111112
Micropruina	116071	5	7.763975155279503e-7	0.011111111111111112
Streptococcus	1301	5	7.763975155279503e-7	0.011111111111111112
Bradyrhizobium	374	4	6.211180124223603e-7	0.008888888888888889
Aureimonas	414371	4	6.211180124223603e-7	0.008888888888888889
Azospirillum	191	4	6.211180124223603e-7	0.008888888888888889
Ramlibacter	174951	4	6.211180124223603e-7	0.008888888888888889
Ralstonia	48736	4	6.211180124223603e-7	0.008888888888888889
Bordetella	517	4	6.211180124223603e-7	0.008888888888888889
Thauera	33057	4	6.211180124223603e-7	0.008888888888888889
Klebsiella	570	4	6.211180124223603e-7	0.008888888888888889
Pseudonocardia	1847	4	6.211180124223603e-7	0.008888888888888889
Prauserella	142577	4	6.211180124223603e-7	0.008888888888888889
Cutibacterium	1912216	4	6.211180124223603e-7	0.008888888888888889
Pannonibacter	227873	3	4.658385093167702e-7	0.006666666666666667
Phreatobacter	1632780	3	4.658385093167702e-7	0.006666666666666667
Sphingobium	165695	3	4.658385093167702e-7	0.006666666666666667
Lysobacter	68	3	4.658385093167702e-7	0.006666666666666667
Zobellella	347533	3	4.658385093167702e-7	0.006666666666666667
Microbacterium	33882	3	4.658385093167702e-7	0.006666666666666667
Spiractinospora	2913367	3	4.658385093167702e-7	0.006666666666666667
Mycobacterium	1763	3	4.658385093167702e-7	0.006666666666666667
Modestobacter	88138	3	4.658385093167702e-7	0.006666666666666667
Rotavirus	10912	3	4.658385093167702e-7	0.006666666666666667
Blastomonas	150203	2	3.1055900621118013e-7	0.0044444444444444444
Novosphingobium	165696	2	3.1055900621118013e-7	0.0044444444444444444
Brevundimonas	41275	2	3.1055900621118013e-7	0.0044444444444444444
Paludibacterium	400060	2	3.1055900621118013e-7	0.0044444444444444444
Microcella	337004	2	3.1055900621118013e-7	0.0044444444444444444
Nocardia	1817	2	3.1055900621118013e-7	0.0044444444444444444
Thermus	270	2	3.1055900621118013e-7	0.0044444444444444444
Halobacterium	2239	2	3.1055900621118013e-7	0.0044444444444444444
