Taxon	TaxID	Fragments	PropTotal	PropNonHost
Comamonadaceae	80864	271	4.435351882160393e-5	0.10532452390205985
Pseudomonadaceae	135621	238	3.895253682487725e-5	0.09249902837155072
Pseudonocardiaceae	2070	162	2.6513911620294598e-5	0.06296152351340847
Streptomycetaceae	2062	142	2.3240589198036007e-5	0.055188495919160516
Moraxellaceae	468	131	2.144026186579378e-5	0.05091333074232413
Sphingomonadaceae	41297	127	2.078559738134206e-5	0.049358725223474544
Phyllobacteriaceae	69277	101	1.653027823240589e-5	0.039253789350952195
Xanthomonadaceae	32033	90	1.4729950900163666e-5	0.03497862417411582
Rhizobiaceae	82115	81	1.3256955810147299e-5	0.03148076175670424
Bradyrhizobiaceae	41294	77	1.2602291325695581e-5	0.029926156237854645
Nocardiopsaceae	83676	70	1.1456628477905074e-5	0.027205596579867857
Rhodobacteraceae	31989	56	9.165302782324059e-6	0.021764477263894286
Halomonadaceae	28256	52	8.510638297872341e-6	0.020209871745044693
Nocardioidaceae	85015	50	8.183306055646481e-6	0.0194325689856199
Burkholderiaceae	119060	49	8.019639934533552e-6	0.019043917605907502
Brucellaceae	118882	48	7.855973813420622e-6	0.018655266226195105
Streptococcaceae	1300	46	7.528641571194763e-6	0.017877963466770307
Microbacteriaceae	85023	42	6.873977086743044e-6	0.016323357947920714
Nocardiaceae	85025	33	5.400981996726678e-6	0.012825495530509134
Caulobacteraceae	76892	32	5.237315875613748e-6	0.012436844150796735
Alcaligenaceae	506	29	4.746317512274959e-6	0.011270890011659542
Enterobacteriaceae	543	28	4.5826513911620295e-6	0.010882238631947143
Micromonosporaceae	28056	27	4.4189852700491e-6	0.010493587252234746
Micrococcaceae	1268	26	4.255319148936171e-6	0.010104935872522347
Oxalobacteraceae	75682	25	4.091653027823241e-6	0.00971628449280995
Mycobacteriaceae	1762	24	3.927986906710311e-6	0.009327633113097552
Iamiaceae	633392	17	2.7823240589198035e-6	0.006607073455110766
Devosiaceae	2831106	16	2.618657937806874e-6	0.006218422075398368
Ornithinimicrobiaceae	2805590	16	2.618657937806874e-6	0.006218422075398368
Hyphomicrobiaceae	45401	15	2.454991816693944e-6	0.0058297706956859695
Azospirillaceae	2829815	14	2.2913256955810148e-6	0.005441119315973571
Corynebacteriaceae	1653	14	2.2913256955810148e-6	0.005441119315973571
Bacillaceae	186817	14	2.2913256955810148e-6	0.005441119315973571
Xanthobacteraceae	335928	13	2.1276595744680853e-6	0.005052467936261173
Chelatococcaceae	2036754	13	2.1276595744680853e-6	0.005052467936261173
Acidiferrobacteraceae	1692041	13	2.1276595744680853e-6	0.005052467936261173
Methylobacteriaceae	119045	12	1.9639934533551554e-6	0.004663816556548776
Boseaceae	2831100	11	1.8003273322422258e-6	0.004275165176836378
Roseobacteraceae	2854170	11	1.8003273322422258e-6	0.004275165176836378
Neisseriaceae	481	11	1.8003273322422258e-6	0.004275165176836378
Cellulomonadaceae	85016	11	1.8003273322422258e-6	0.004275165176836378
Geodermatophilaceae	85030	11	1.8003273322422258e-6	0.004275165176836378
Erythrobacteraceae	335929	10	1.6366612111292963e-6	0.00388651379712398
Lactobacillaceae	33958	10	1.6366612111292963e-6	0.00388651379712398
Rhodocyclaceae	75787	9	1.4729950900163667e-6	0.003497862417411582
Dietziaceae	85029	9	1.4729950900163667e-6	0.003497862417411582
Propionibacteriaceae	31957	8	1.309328968903437e-6	0.003109211037699184
Egicoccaceae	1755824	8	1.309328968903437e-6	0.003109211037699184
Prevotellaceae	171552	8	1.309328968903437e-6	0.003109211037699184
Aurantimonadaceae	255475	7	1.1456628477905074e-6	0.0027205596579867857
Acetobacteraceae	433	7	1.1456628477905074e-6	0.0027205596579867857
