Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	2133	0.0002683715621263181	0.7150519611129735
Streptococcus pneumoniae	1313	116	1.459498415689306e-5	0.038887026483405966
Escherichia coli	562	41	5.1585719864880645e-6	0.013744552463962454
Cutibacterium acnes	1747	38	4.781115499671864e-6	0.012738853503184714
Pseudomonas aeruginosa	287	32	4.026202526039465e-6	0.010727455581629233
Neisseria sicca	490	29	3.648746039223265e-6	0.009721756620851492
Pseudomonas oryzihabitans	47885	27	3.3971083813457985e-6	0.009051290646999664
Streptococcus dysgalactiae	1334	27	3.3971083813457985e-6	0.009051290646999664
Massilia sp. NP310	2861282	22	2.768014236652132e-6	0.0073751257123700975
Stenotrophomonas maltophilia	40324	18	2.264738920897199e-6	0.006034193764666443
Alcaligenes faecalis	511	18	2.264738920897199e-6	0.006034193764666443
Variovorax paradoxus	34073	16	2.0131012630197323e-6	0.0053637277908146165
Streptococcus sp. oral taxon 064	712624	15	1.8872824340809992e-6	0.005028494803888703
Fusobacterium gonidiaformans	849	15	1.8872824340809992e-6	0.005028494803888703
Haemophilus parainfluenzae	729	14	1.761463605142266e-6	0.004693261816962789
Streptococcus oralis	1303	14	1.761463605142266e-6	0.004693261816962789
Pseudomonas putida	303	13	1.6356447762035326e-6	0.004358028830036876
Pantoea agglomerans	549	12	1.5098259472647994e-6	0.004022795843110962
Lacticaseibacillus rhamnosus	47715	12	1.5098259472647994e-6	0.004022795843110962
Pseudomonas stutzeri	316	11	1.384007118326066e-6	0.0036875628561850488
Brevundimonas diminuta	293	10	1.2581882893873328e-6	0.003352329869259135
Propionibacterium freudenreichii	1744	10	1.2581882893873328e-6	0.003352329869259135
Prevotella melaninogenica	28132	10	1.2581882893873328e-6	0.003352329869259135
Mesorhizobium sp. B2-8-5	2589903	8	1.0065506315098662e-6	0.0026818638954073082
Streptomyces calvus	67282	8	1.0065506315098662e-6	0.0026818638954073082
Pseudomonas libanensis	75588	7	8.80731802571133e-7	0.0023466309084813944
Halopseudomonas litoralis	797277	7	8.80731802571133e-7	0.0023466309084813944
Janthinobacterium sp. LM6	1938606	7	8.80731802571133e-7	0.0023466309084813944
Paraburkholderia fungorum	134537	7	8.80731802571133e-7	0.0023466309084813944
