Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	10685	0.0016238601823708207	0.6101878819028039
Pseudomonas stutzeri	316	312	4.741641337386018e-5	0.017817371937639197
Comamonas aquatica	225991	165	2.5075987841945287e-5	0.009422648620866884
Acinetobacter lwoffii	28090	141	2.1428571428571428e-5	0.008052081548740792
Severe acute respiratory syndrome-related coronavirus	694009	134	2.0364741641337387e-5	0.007652332819370681
Nocardiopsis alba	53437	98	1.4893617021276596e-5	0.0055964822111815435
Pseudonocardia autotrophica	2074	92	1.398176291793313e-5	0.00525384044315002
Pseudomonas putida	303	66	1.0030395136778116e-5	0.0037690594483467533
Nocardiopsis dassonvillei	2014	62	9.422492401215805e-6	0.003540631602992405
Pseudomonas aeruginosa	287	60	9.11854103343465e-6	0.0034264176803152305
Pseudonocardia sp. EC080625-04	1096868	57	8.662613981762917e-6	0.003255096796299469
Halomonas sp. NyZ770	2883106	56	8.510638297872341e-6	0.0031979898349608817
Hyphomicrobium nitrativorans	1427356	50	7.5987841945288756e-6	0.0028553480669293585
Sphingomonas melonis	152682	50	7.5987841945288756e-6	0.0028553480669293585
Paracoccus sp. Arc7-R13	2500532	50	7.5987841945288756e-6	0.0028553480669293585
Prauserella marina	530584	49	7.446808510638298e-6	0.0027982411055907717
Acidovorax sp. T1	1858609	43	6.534954407294833e-6	0.0024555993375592485
Pseudonocardia sp. CGMCC 4.1532	2761535	43	6.534954407294833e-6	0.0024555993375592485
Streptomyces sp. RLB3-17	2594455	39	5.927051671732523e-6	0.0022271714922048997
Nocardiopsis sp. MT53	2865672	37	5.6231003039513674e-6	0.0021129575695277253
Acinetobacter baumannii	470	36	5.471124620060791e-6	0.002055850608189138
Pseudonocardia sp. HH130630-07	1690815	36	5.471124620060791e-6	0.002055850608189138
Pseudonocardia sp. AL041005-10	445576	36	5.471124620060791e-6	0.002055850608189138
Acinetobacter seifertii	1530123	33	5.015197568389058e-6	0.0018845297241733767
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	31	4.711246200607903e-6	0.0017703158014962025
Bradyrhizobium diazoefficiens	1355477	31	4.711246200607903e-6	0.0017703158014962025
Stenotrophomonas maltophilia	40324	30	4.559270516717325e-6	0.0017132088401576153
Actinomarinicola tropica	2789776	29	4.407294832826747e-6	0.001656101878819028
Pseudolabrys sp. FHR47	2562284	28	4.255319148936171e-6	0.0015989949174804409
Acinetobacter schindleri	108981	28	4.255319148936171e-6	0.0015989949174804409
Egicoccus halophilus	1670830	28	4.255319148936171e-6	0.0015989949174804409
Acinetobacter sp. WY4	2708348	27	4.103343465045593e-6	0.0015418879561418537
Micrococcus luteus	1270	27	4.103343465045593e-6	0.0015418879561418537
Pseudorhodoplanes sinuspersici	1235591	26	3.951367781155015e-6	0.0014847809948032665
Stenotrophomonas acidaminiphila	128780	26	3.951367781155015e-6	0.0014847809948032665
Acinetobacter junii	40215	26	3.951367781155015e-6	0.0014847809948032665
Streptomyces sp. CB09030	2913412	26	3.951367781155015e-6	0.0014847809948032665
Aquibium microcysteis	675281	25	3.7993920972644378e-6	0.0014276740334646792
Rhodoplanes sp. Z2-YC6860	674703	25	3.7993920972644378e-6	0.0014276740334646792
Sulfurifustis variabilis	1675686	25	3.7993920972644378e-6	0.0014276740334646792
Pseudolabrys taiwanensis	331696	24	3.64741641337386e-6	0.0013705670721260923
Pannonibacter phragmitetus	121719	24	3.64741641337386e-6	0.0013705670721260923
Pseudoxanthomonas suwonensis	314722	24	3.64741641337386e-6	0.0013705670721260923
Acinetobacter nosocomialis	106654	24	3.64741641337386e-6	0.0013705670721260923
Rhodococcus ruber	1830	24	3.64741641337386e-6	0.0013705670721260923
