Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	5455	0.0007130718954248366	0.9768982808022922
Pseudomonas stutzeri	316	15	1.96078431372549e-6	0.0026862464183381087
Ralstonia insidiosa	190721	13	1.6993464052287583e-6	0.002328080229226361
Cutibacterium acnes	1747	13	1.6993464052287583e-6	0.002328080229226361
Pseudomonas brassicacearum	930166	10	1.3071895424836602e-6	0.0017908309455587394
Delftia acidovorans	80866	10	1.3071895424836602e-6	0.0017908309455587394
Pseudonocardia sp. AL041005-10	445576	7	9.150326797385621e-7	0.0012535816618911176
Pseudonocardia sp. CGMCC 4.1532	2761535	7	9.150326797385621e-7	0.0012535816618911176
Paraburkholderia fungorum	134537	6	7.84313725490196e-7	0.0010744985673352436
Pseudomonas sp. NS1(2017)	2025658	5	6.535947712418301e-7	0.0008954154727793697
Sphingomonas taxi	1549858	5	6.535947712418301e-7	0.0008954154727793697
Serratia marcescens	615	4	5.22875816993464e-7	0.0007163323782234957
Variovorax paradoxus	34073	4	5.22875816993464e-7	0.0007163323782234957
Alcaligenes faecalis	511	4	5.22875816993464e-7	0.0007163323782234957
Pedococcus dokdonensis	443156	4	5.22875816993464e-7	0.0007163323782234957
Nocardiopsis dassonvillei	2014	4	5.22875816993464e-7	0.0007163323782234957
Rahnella aquatilis	34038	3	3.92156862745098e-7	0.0005372492836676218
Sphingomonas changnyeongensis	2698679	3	3.92156862745098e-7	0.0005372492836676218
Kocuria rosea	1275	3	3.92156862745098e-7	0.0005372492836676218
Corynebacterium tuberculostearicum	38304	3	3.92156862745098e-7	0.0005372492836676218
Janthinobacterium svalbardensis	368607	2	2.61437908496732e-7	0.00035816618911174784
Actinomyces qiguomingii	2057800	2	2.61437908496732e-7	0.00035816618911174784
Conexibacter woesei	191495	2	2.61437908496732e-7	0.00035816618911174784
