Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	7269	0.0006548648648648648	0.10623154941104258
Pseudomonas stutzeri	316	2589	0.00023324324324324323	0.03783649489959957
Acinetobacter lwoffii	28090	1115	0.00010045045045045045	0.01629497559407243
Nocardiopsis alba	53437	824	7.423423423423423e-5	0.012042206178937831
Comamonas aquatica	225991	803	7.234234234234235e-5	0.01173530529330956
Streptomyces lividans	1916	713	6.423423423423423e-5	0.010420015783474118
Pseudonocardia autotrophica	2074	630	5.6756756756756757e-5	0.009207026568848099
Prauserella marina	530584	492	4.4324324324324325e-5	0.0071902493204337534
Egicoccus halophilus	1670830	427	3.846846846846847e-5	0.006240318007774822
Nocardiopsis dassonvillei	2014	412	3.7117117117117115e-5	0.006021103089468916
Pseudomonas putida	303	401	3.6126126126126124e-5	0.00586034548271125
Halomonas sp. NyZ770	2883106	391	3.5225225225225225e-5	0.005714202203840646
Pseudomonas aeruginosa	287	388	3.4954954954954954e-5	0.005670359220179464
Pseudonocardia sp. AL041005-10	445576	386	3.4774774774774776e-5	0.005641130564405343
Nocardiopsis sp. MT53	2865672	367	3.3063063063063064e-5	0.005363458334551194
Hyphomicrobium nitrativorans	1427356	357	3.2162162162162165e-5	0.00521731505568059
Pseudonocardia sp. EC080625-04	1096868	335	3.018018018018018e-5	0.004895799842165259
Acidovorax sp. T1	1858609	299	2.6936936936936938e-5	0.004369684038231082
Nocardiopsis sp. HDS12	2831968	291	2.6216216216216217e-5	0.004252769415134598
Halomonas hydrothermalis	115561	289	2.6036036036036035e-5	0.004223540759360477
Pseudonocardia sp. HH130630-07	1690815	277	2.4954954954954955e-5	0.004048168824715751
Stenotrophomonas maltophilia	40324	262	2.3603603603603603e-5	0.0038289539064098443
Pseudonocardia sp. CGMCC 4.1532	2761535	252	2.27027027027027e-5	0.0036828106275392397
Mesorhizobium loti	381	234	2.1081081081081082e-5	0.003419752725572151
Pseudonocardia sp. HH130629-09	1641402	228	2.054054054054054e-5	0.003332066758249788
Acinetobacter schindleri	108981	224	2.018018018018018e-5	0.0032736094467015462
Pseudolabrys taiwanensis	331696	216	1.945945945945946e-5	0.0031566948236050624
Ralstonia insidiosa	190721	216	1.945945945945946e-5	0.0031566948236050624
Sulfurifustis variabilis	1675686	215	1.936936936936937e-5	0.003142080495718002
Rhodopseudomonas palustris	1076	212	1.90990990990991e-5	0.0030982375120568203
Aquibium oceanicum	1670800	207	1.864864864864865e-5	0.0030251658726215182
Pseudonocardia broussonetiae	2736640	187	1.6846846846846846e-5	0.0027328793148803086
Paracoccus sp. Arc7-R13	2500532	184	1.6576576576576578e-5	0.0026890363312191273
Pannonibacter phragmitetus	121719	176	1.5855855855855855e-5	0.0025721217081226436
Bradyrhizobium diazoefficiens	1355477	169	1.5225225225225225e-5	0.00246982141291322
Rhodoplanes sp. Z2-YC6860	674703	165	1.4864864864864865e-5	0.002411364101364978
Pseudoxanthomonas suwonensis	314722	163	1.4684684684684685e-5	0.0023821354455908572
Xanthomonas translucens	343	161	1.4504504504504505e-5	0.0023529067898167364
Pseudonocardia dioxanivorans	240495	161	1.4504504504504505e-5	0.0023529067898167364
Aquibium microcysteis	675281	160	1.4414414414414414e-5	0.002338292461929676
Microbacterium chocolatum	84292	160	1.4414414414414414e-5	0.002338292461929676
Micrococcus luteus	1270	158	1.4234234234234234e-5	0.0023090638061555547
Saccharopolyspora erythraea	1836	154	1.3873873873873874e-5	0.002250606494607313
Actinomarinicola tropica	2789776	153	1.3783783783783784e-5	0.0022359921667202526
Sphingomonas melonis	152682	150	1.3513513513513513e-5	0.002192149183059071
Pseudonocardia sp. DSM 110487	2865833	149	1.3423423423423424e-5	0.0021775348551720105
Pseudolabrys sp. FHR47	2562284	144	1.2972972972972973e-5	0.0021044632157367084
Spiractinospora alimapuensis	2820884	140	1.2612612612612613e-5	0.0020460059041884663
Pseudonocardia abyssalis	2792008	137	1.2342342342342342e-5	0.002002162920527285
Pelagibacterium halotolerans	531813	135	1.2162162162162162e-5	0.001972934264753164
Halomonas sp. 18071143	2855441	133	1.1981981981981982e-5	0.001943705608979043
