Taxon	TaxID	Fragments	PropTotal	PropNonHost
Homo sapiens	9606	4728	0.0002454079185162662	0.9461677006203723
Cutibacterium acnes	1747	43	2.2319248088408305e-6	0.008605163097858715
Acidovorax sp. T1	1858609	25	1.2976307028144364e-6	0.005003001801080648
Caulobacter sp. FWC26	69665	23	1.1938202465892815e-6	0.004602761656994196
Pseudomonas fluorescens	294	18	9.342941060263942e-7	0.003602161296778067
Bradyrhizobium sp. BTAi1	288000	12	6.228627373509295e-7	0.0024014408645187113
Alcaligenes faecalis	511	11	5.70957509238352e-7	0.0022013207924754855
Brevundimonas diminuta	293	8	4.1524182490061964e-7	0.0016009605763458075
Bradyrhizobium sp. SK17	2057741	7	3.633365967880422e-7	0.0014008405043025814
Rhizobium sp. X9	2815360	7	3.633365967880422e-7	0.0014008405043025814
Caulobacter segnis	88688	7	3.633365967880422e-7	0.0014008405043025814
Bosea sp. RAC05	1842539	6	3.1143136867546475e-7	0.0012007204322593557
Acinetobacter junii	40215	6	3.1143136867546475e-7	0.0012007204322593557
Sphingomonas melonis	152682	5	2.595261405628873e-7	0.0010006003602161296
Sphingopyxis terrae	33052	5	2.595261405628873e-7	0.0010006003602161296
Stenotrophomonas maltophilia	40324	5	2.595261405628873e-7	0.0010006003602161296
Dermacoccus nishinomiyaensis	1274	5	2.595261405628873e-7	0.0010006003602161296
Aquabacterium olei	1296669	4	2.0762091245030982e-7	0.0008004802881729037
Anaeromyxobacter sp. Red630	2918171	4	2.0762091245030982e-7	0.0008004802881729037
Deinococcus proteolyticus	55148	4	2.0762091245030982e-7	0.0008004802881729037
Sphingobium sp. YG1	2082188	3	1.5571568433773237e-7	0.0006003602161296778
Paludibacterium sp. B53371	2806263	3	1.5571568433773237e-7	0.0006003602161296778
Moraxella osloensis	34062	3	1.5571568433773237e-7	0.0006003602161296778
Candidatus Rickettsiella viridis	676208	3	1.5571568433773237e-7	0.0006003602161296778
Micrococcus luteus	1270	3	1.5571568433773237e-7	0.0006003602161296778
Prauserella marina	530584	3	1.5571568433773237e-7	0.0006003602161296778
Lactococcus lactis	1358	3	1.5571568433773237e-7	0.0006003602161296778
Clostridium botulinum	1491	3	1.5571568433773237e-7	0.0006003602161296778
Aurantimonas sp. HBX-1	2906072	2	1.0381045622515491e-7	0.00040024014408645187
Sphingomonas sp. LM7	1938607	2	1.0381045622515491e-7	0.00040024014408645187
Acidovorax radicis	758826	2	1.0381045622515491e-7	0.00040024014408645187
Comamonas aquatica	225991	2	1.0381045622515491e-7	0.00040024014408645187
Variovorax paradoxus	34073	2	1.0381045622515491e-7	0.00040024014408645187
Ramlibacter tataouinensis	94132	2	1.0381045622515491e-7	0.00040024014408645187
Diaphorobacter sp. HDW4A	2714924	2	1.0381045622515491e-7	0.00040024014408645187
Burkholderia ubonensis	101571	2	1.0381045622515491e-7	0.00040024014408645187
Burkholderia contaminans	488447	2	1.0381045622515491e-7	0.00040024014408645187
Neisseria dentiae	194197	2	1.0381045622515491e-7	0.00040024014408645187
Sulfurivermis fontis	1972068	2	1.0381045622515491e-7	0.00040024014408645187
Halomonas sulfidivorans	2733488	2	1.0381045622515491e-7	0.00040024014408645187
Sandaracinus amylolyticus	927083	2	1.0381045622515491e-7	0.00040024014408645187
Yimella sp. cx-51	2770551	2	1.0381045622515491e-7	0.00040024014408645187
Mycobacterium haemophilum	29311	2	1.0381045622515491e-7	0.00040024014408645187
Kitasatospora aureofaciens	1894	2	1.0381045622515491e-7	0.00040024014408645187
Polymorphospora rubra	338584	2	1.0381045622515491e-7	0.00040024014408645187
Jiangella alkaliphila	419479	2	1.0381045622515491e-7	0.00040024014408645187
Baekduia soli	496014	2	1.0381045622515491e-7	0.00040024014408645187
Staphylococcus epidermidis	1282	2	1.0381045622515491e-7	0.00040024014408645187
