Taxon	TaxID	Fragments	PropTotal	PropNonHost
Proteobacteria	1224	5059	0.0007688449848024316	0.6267343904856293
Actinobacteria	201174	2526	0.0003838905775075988	0.3129335976214073
Firmicutes	1239	137	2.0820668693009118e-5	0.01697224975222993
Pisuviricota	2732408	134	2.0364741641337387e-5	0.016600594648166503
Bacteroidetes	976	82	1.2462006079027356e-5	0.010158572844400396
Euryarchaeota	28890	31	4.711246200607903e-6	0.003840436075322101
Deinococcus-Thermus	1297	30	4.559270516717325e-6	0.0037165510406342913
Planctomycetes	203682	20	3.03951367781155e-6	0.002477700693756194
Spirochaetes	203691	11	1.6717325227963527e-6	0.0013627353815659068
Acidobacteria	57723	8	1.21580547112462e-6	0.0009910802775024777
Verrucomicrobia	74201	7	1.0638297872340427e-6	0.000867195242814668
Cyanobacteria	1117	6	9.11854103343465e-7	0.0007433102081268583
Gemmatimonadetes	142182	6	9.11854103343465e-7	0.0007433102081268583
Nitrospirae	40117	4	6.0790273556231e-7	0.0004955401387512388
Duplornaviricota	2732405	3	4.559270516717325e-7	0.00037165510406342913
Chloroflexi	200795	2	3.03951367781155e-7	0.0002477700693756194
Fusobacteria	32066	2	3.03951367781155e-7	0.0002477700693756194
Thaumarchaeota	651137	2	3.03951367781155e-7	0.0002477700693756194
Uroviricota	2731618	2	3.03951367781155e-7	0.0002477700693756194
