Taxon	TaxID	Fragments	PropTotal	PropNonHost
Proteobacteria	1224	13251	0.004431772575250836	0.6272365805168986
Actinobacteria	201174	7064	0.0023625418060200668	0.3343747041560163
Firmicutes	1239	336	0.00011237458193979933	0.015904572564612324
Bacteroidetes	976	158	5.284280936454849e-5	0.007478935908359368
Planctomycetes	203682	76	2.5418060200668895e-5	0.003597462841995645
Euryarchaeota	28890	53	1.7725752508361204e-5	0.0025087569819180157
Deinococcus-Thermus	1297	36	1.2040133779264213e-5	0.0017040613462084636
Acidobacteria	57723	33	1.1036789297658862e-5	0.0015620562340244249
Pisuviricota	2732408	20	6.688963210702341e-6	0.0009467007478935909
Cyanobacteria	1117	15	5.016722408026756e-6	0.0007100255609201931
Duplornaviricota	2732405	15	5.016722408026756e-6	0.0007100255609201931
Gemmatimonadetes	142182	11	3.6789297658862878e-6	0.000520685411341475
Chlorobi	1090	10	3.3444816053511705e-6	0.00047335037394679544
Spirochaetes	203691	9	3.0100334448160533e-6	0.0004260153365521159
Verrucomicrobia	74201	7	2.3411371237458193e-6	0.0003313452617627568
Thaumarchaeota	651137	6	2.0066889632107025e-6	0.00028401022436807724
Uroviricota	2731618	6	2.0066889632107025e-6	0.00028401022436807724
Chloroflexi	200795	5	1.6722408026755853e-6	0.00023667518697339772
Fusobacteria	32066	5	1.6722408026755853e-6	0.00023667518697339772
Kiritimatiellaeota	134625	2	6.688963210702341e-7	9.467007478935909e-5
Nitrospirae	40117	2	6.688963210702341e-7	9.467007478935909e-5
Kitrinoviricota	2732406	2	6.688963210702341e-7	9.467007478935909e-5
Artverviricota	2732409	2	6.688963210702341e-7	9.467007478935909e-5
Cressdnaviricota	2732416	2	6.688963210702341e-7	9.467007478935909e-5
